100,0.347097,1.10253
200,0.344516,1.10179
300,0.344516,1.1006
400,0.348387,1.10079
500,0.349677,1.10031
600,0.352258,1.09957
700,0.352258,1.09878
800,0.353548,1.09768
900,0.353548,1.0972
1000,0.354839,1.09655
1100,0.354839,1.09601
1200,0.354839,1.09563
1300,0.35871,1.09453
1400,0.36,1.09363
1500,0.357419,1.09379
1600,0.35871,1.09296
1700,0.367742,1.09052
1800,0.363871,1.09152
1900,0.371613,1.09372
2000,0.378065,1.0964
2100,0.381935,1.08655
2200,0.393548,1.08751
2300,0.409032,1.07864
2400,0.442581,1.0766
2500,0.419355,1.07089
2600,0.420645,1.06666
2700,0.44,1.06543
2800,0.461935,1.05284
2900,0.470968,1.04325
3000,0.507097,1.02183
3100,0.510968,1.01385
3200,0.496774,1.02819
3300,0.505806,1.01536
3400,0.513548,0.999386
3500,0.52,0.986901
3600,0.514839,0.98261
3700,0.504516,1.00646
3800,0.52,0.975367
3900,0.522581,0.980473
4000,0.525161,0.973861
4100,0.527742,0.975672
4200,0.517419,0.986277
4300,0.525161,0.969319
4400,0.51871,0.98292
4500,0.51871,0.985655
4600,0.527742,0.970875
4700,0.525161,0.969303
4800,0.525161,0.963389
4900,0.536774,0.962768
5000,0.522581,0.964458
5100,0.51871,0.978457
5200,0.529032,0.961342
5300,0.527742,0.962895
5400,0.535484,0.959182
5500,0.52129,0.983405
5600,0.530323,0.969607
5700,0.531613,0.973158
5800,0.531613,0.969533
5900,0.532903,0.956456
6000,0.538065,0.96278
6100,0.538065,0.95574
6200,0.530323,0.961586
6300,0.530323,0.960211
6400,0.51871,0.982989
6500,0.541936,0.95595
6600,0.538065,0.954681
6700,0.534194,0.966943
6800,0.513548,0.987629
6900,0.535484,0.960894
7000,0.526452,0.95787
7100,0.525161,0.957804
7200,0.531613,0.956807
7300,0.529032,0.952601
7400,0.536774,0.957884
7500,0.535484,0.962333
7600,0.540645,0.953743
7700,0.543226,0.951798
7800,0.52129,0.978822
7900,0.544516,0.952102
8000,0.539355,0.950897
8100,0.538065,0.95564
8200,0.532903,0.955719
8300,0.534194,0.96543
8400,0.526452,0.959648
8500,0.544516,0.94927
8600,0.535484,0.949314
8700,0.535484,0.951273
8800,0.532903,0.952538
8900,0.535484,0.949758
9000,0.531613,0.960638
9100,0.532903,0.949366
9200,0.530323,0.950764
9300,0.536774,0.94923
9400,0.539355,0.950128
9500,0.530323,0.951198
9600,0.543226,0.947353
9700,0.514839,0.987972
9800,0.534194,0.949183
9900,0.526452,0.951887
10000,0.525161,0.951693
10100,0.523871,0.951977
10200,0.536774,0.947853
10300,0.535484,0.963121
10400,0.535484,0.958393
10500,0.529032,0.949711
10600,0.530323,0.970489
10700,0.526452,0.951098
10800,0.540645,0.947692
10900,0.532903,0.958005
11000,0.540645,0.948563
11100,0.531613,0.946975
11200,0.526452,0.948743
11300,0.523871,0.9664
11400,0.525161,0.955754
11500,0.536774,0.951199
11600,0.525161,0.948064
11700,0.530323,0.958809
11800,0.540645,0.947934
11900,0.545806,0.945357
12000,0.525161,0.948863
12100,0.534194,0.949202
12200,0.535484,0.95162
12300,0.536774,0.948329
12400,0.531613,0.957091
12500,0.536774,0.951439
12600,0.525161,0.948753
12700,0.541936,0.944789
12800,0.523871,0.947832
12900,0.529032,0.947907
13000,0.536774,0.949504
13100,0.538065,0.945013
13200,0.531613,0.9487
13300,0.531613,0.955367
13400,0.540645,0.946917
13500,0.532903,0.951166
13600,0.527742,0.950205
13700,0.532903,0.954687
13800,0.531613,0.953746
13900,0.534194,0.947981
14000,0.540645,0.945206
14100,0.535484,0.94687
14200,0.534194,0.960202
14300,0.532903,0.950855
14400,0.545806,0.943815
14500,0.525161,0.951015
14600,0.52129,0.953167
14700,0.536774,0.950226
14800,0.534194,0.95178
14900,0.543226,0.945716
15000,0.538065,0.944779
15100,0.530323,0.95488
15200,0.538065,0.947639
15300,0.523871,0.948257
15400,0.539355,0.94494
15500,0.535484,0.946711
15600,0.522581,0.94649
15700,0.527742,0.945325
15800,0.540645,0.946326
15900,0.539355,0.943306
16000,0.540645,0.943875
16100,0.539355,0.94767
16200,0.541936,0.944513
16300,0.538065,0.944232
16400,0.526452,0.945376
16500,0.538065,0.942776
16600,0.535484,0.954582
16700,0.529032,0.944509
16800,0.526452,0.948456
16900,0.522581,0.946495
17000,0.525161,0.945711
17100,0.547097,0.943986
17200,0.536774,0.947546
17300,0.541936,0.942207
17400,0.539355,0.942968
17500,0.538065,0.955643
17600,0.536774,0.942563
17700,0.529032,0.967364
17800,0.540645,0.944254
17900,0.540645,0.942446
18000,0.527742,0.951741
18100,0.535484,0.947731
18200,0.532903,0.944831
18300,0.525161,0.945532
18400,0.536774,0.94686
18500,0.540645,0.945909
18600,0.535484,0.942349
18700,0.540645,0.941926
18800,0.540645,0.942287
18900,0.538065,0.955804
19000,0.536774,0.953947
19100,0.530323,0.948189
19200,0.529032,0.946071
19300,0.540645,0.942493
19400,0.534194,0.956341
19500,0.536774,0.943826
19600,0.529032,0.945901
19700,0.535484,0.949831
19800,0.530323,0.951382
19900,0.541936,0.941341
20000,0.52,0.945135
